,image_id,ques_en,ans_en,label
3627,2358539,What is the pathway made of?,Stone.,2017
3628,2358539,How is the condition of the wooden bench?,Old.,1480
3629,2388311,What is in the man's hand?,Tennis racket.,2100
3630,2402446,What is the main color of the trunk?,Brown.,655
3631,2411229,Where is the bush?,Behind the gate.,542
3632,2342173,When is this taking place?,Daytime.,800
3633,2344916,How many scissors are there?,1,7
3634,2337715,How many planes are shown?,Two.,2446
3635,2337715,What color is his jacket?,Red.,1854
3636,2321384,Who is in the image?,Giraffes.,968
3637,2409310,Where was this taken?,Airport.,395
3638,2401365,Who is in the picture?,No one.,1449
3639,2399073,What is brown and wooden?,The floor.,2172
3640,2401437,What is in the circled cage?,A wooden heater.,358
3641,2361119,What sign is past the blue sign?,A stop sign.,299
3642,2358468,Who is sitting on the bench?,A man and woman.,209
3643,2382986,What color is the chip bag?,Green.,1009
3644,2391171,What color is the giraffe?,Black and brown.,588
3645,2390909,Where is the woman looking?,At the camera.,470
3646,2413792,How many speakers are there?,Two.,2446
3647,2411542,What are people in the front doing?,Sitting.,1942
3648,2395793,Who is in the photo?,Some women.,1985
3649,2407177,What is the focus of the image?,Skateboarder.,1946
3650,2348221,Why are they kicking a ball?,They are playing soccer.,2307
3651,2341284,What is flying in the sky?,Kites.,1267
3652,2344836,When was this photo taken?,In the daytime.,1146
3653,2344836,Who is in the parade?,A marching band.,216
3654,2362684,Why are the train's doors open?,It's at a station.,1224
3655,2347014,How many lights are shown?,Five.,899
3656,2347014,What color is the street?,Black.,603
3657,2347014,What is in the sky?,Clouds.,746
3658,2408782,What is on this sign?,Person walking.,1761
3659,2344159,Where is the girl?,On the sidewalk.,1638
3660,2376172,What is on top of the ramp?,A banner.,69
3661,2397638,What is half up in the window?,Blinds.,606
3662,2367943,When was this photo taken?,Daytime.,800
3663,2355466,Who is sitting on the seat?,Woman.,2588
3664,2343754,How many sandwiches are there?,One.,1687
3665,2416144,How many sinks are in the photo?,One.,1687
3666,2416144,How many people can be seen?,Two.,2446
3667,2411229,What can be seen behind the wall?,Black wrought iron fence.,601
3668,2365834,What color is the cloth put on the back of all the chairs?,Orange.,1698
3669,2365834,What is chair backed by?,Metal.,1375
3670,2413875,How many people are crossing the street in front of the bus?,Two.,2446
3671,2361118,How is the tennis court?,"Clean, red and green.",732
3672,2362191,What is the shade of the water?,Blue.,621
3673,2382154,What color is the surfboard?,White.,2563
3674,2342173,What are the ducks doing?,Walking.,2494
3675,2337715,How many men are standing?,One.,1687
3676,2394411,What is the thing with orange handles?,Scissors.,1905
3677,2337103,How many dogs are there?,Two.,2446
3678,2393964,When was the picture taken?,Daytime.,800
3679,2401365,What is in the distance?,An oil rig.,415
3680,2390037,What kind of tail does the squirrel have?,Bushy.,667
3681,2366881,What type of lettering is on the blue shirt?,Orange.,1698
3682,2361119,What is the picture of the pedestrian crossing sign?,A person walking on a crossing strip.,239
3683,2382986,Where is the cat?,By the food.,673
3684,2383417,Where is the picture taken?,The picture is taken indoors.,2224
3685,2383417,Who is taking the picture?,A photographer.,242
3686,2328607,What is orange?,Hydrant.,1064
3687,2386663,How many boats can be seen?,2,21
3688,2386663,What color is the sail on the boat?,White.,2563
3689,2386663,Where is the motorboat?,By the shore.,674
3690,2413792,What is hanging on the walls before flood?,Pictures.,1770
3691,2407177,What is blue?,Jacket.,1245
3692,2348221,What sport are these children playing?,Soccer.,1977
3693,2392080,What is on the back of the bus?,Large window.,1282
3694,2403398,What is the billboard doing?,Advertising something.,378
3695,2400153,What is covering the hill?,Grass and rocks.,984
3696,2358633,When was the picture taken of the electronics?,Daytime.,800
3697,2396312,What is the floor made of?,Concrete.,758
3698,2405554,Where is the man sitting?,Under the umbrella.,2467
3699,2385305,Where was this picture taken?,Near the front door of a home.,1410
3700,2385305,What color is the wall?,Red.,1854
3701,2405597,What color is the plane's tail fin?,Red.,1854
3702,2355585,What color is the seats?,Neon yellow.,1416
3703,2357395,What color is the water?,Blue.,621
3704,2407273,What is in the toilet?,Water.,2514
3705,2345710,When was the cows and dog photographed?,Daytime.,800
3706,2388899,What is pictured?,Fire hydrant.,895
3707,2346365,What color is the person's shirt?,Green.,1009
3708,2365834,Where are the trees?,In a dinner patio.,1076
3709,2382154,Where is the picture taken?,Beach.,515
3710,2364087,What is the woman doing?,Cutting a cake.,786
3711,2381042,What is this?,A train station.,329
3712,2344916,Where is the candle?,On paper.,1547
3713,2337715,Where is the plane sitting?,Ground.,1017
3714,2409310,What color is the writing on the plane?,Green.,1009
3715,2394411,Where is the food?,On a cutting board.,1492
3716,2394411,What is on the cutting board?,Pizza.,1780
3717,2399073,Where is an area rug?,On the floor.,1589
3718,2360644,How many people?,Three.,2320
3719,2341997,What color are the flowers?,Yellow.,2612
3720,2341997,Where are the flowers?,On the table.,1646
3721,2392080,How many buses?,1,7
3722,2402473,What is green on the outside?,The cucumber.,2161
3723,2417953,How many elephants are there?,Three.,2320
3724,2417953,Where are the elephants?,At the zoo.,475
3725,2383348,What animals are shown on the computer?,Monkeys.,1384
3726,2328427,Who is in the picture?,Three people are in the picture.,2319
3727,2355190,What color is the man's hat?,Red.,1854
3728,2381223,Where is the dog?,In the sand.,1173
3729,2381223,What is in the distance?,A sign.,288
3730,2362870,What is the headboard made of?,Wood.,2593
3731,2318244,What colors are the train?,Blue and yellow.,613
3732,2319180,How many people are in the picture?,One.,1687
3733,2358387,Where are wheels?,On the skateboards.,1639
3734,2362257,Where is the black keyboard?,On the desk.,1584
3735,2355469,Where was the picture taken?,At the water.,474
3736,2355469,When was the picture taken?,During the day.,846
3737,2377188,What color is the couch at the bottom of the frame?,Brown.,655
3738,2330984,When was the picture taken?,At night.,465
3739,2379780,What is the smaller elephant doing?,Standing on three legs.,2005
3740,2378569,How many people appear in this photo?,Zero.,2620
3741,2367474,What is white?,Clock's face.,740
3742,2397196,What is near the chair?,Light.,1319
3743,2354543,What is this woman wearing?,A skirt.,291
3744,2404946,Why is the train stopped?,To refuel.,2358
3745,2362821,What is the woman cutting?,A cake.,104
3746,2356419,How many people are there?,1,7
3747,2347163,What is the color is the trim of clock?,Gold.,980
3748,2382905,How many wheels do you see?,Two.,2446
3749,2363650,What is brown on the man?,The man's pants.,2200
3750,2391518,Who will drive the truck?,Driver.,830
3751,2330414,What is the horse doing?,Leaping over the obstacle.,1291
3752,2398882,What is on the bed top?,Blue comforter.,615
3753,2358387,Who is behind the man?,Nobody.,1455
3754,2333533,When are the girls sitting on the bench?,Daytime.,800
3755,2398027,When is this taking place?,Daytime.,800
3756,2358454,Where are the potato chips?,Between the cola and the pickles.,576
3757,2366903,What is the condition of the water?,Calm.,679
3758,2367979,What are the windows on the bus made of?,Glass.,972
3759,2416479,Who is wearing the face mask?,Catcher.,695
3760,2360536,Where is the zebra looking?,At the camera.,470
3761,2367474,Where was the picture taken?,At Disney World.,439
3762,2367474,What time is it?,06:55:00,3
3763,2332687,What does the sign say?,Jordan.,1253
3764,2373294,What foods are in the basket?,"Oranges, bananas, and cucumbers.",1699
3765,2362281,What is the woman doing?,Standing by the counter.,2000
3766,2406263,What color is the sky?,Blue.,621
3767,2390113,What is the elephant transporting?,A man is being transported.,211
3768,2401183,How is the base of the house colored?,White.,2563
3769,2410133,What color is the train?,Blue.,621
3770,2407360,What color is the cake?,Black.,603
3771,2382905,What color is the buses roof?,Green.,1009
3772,2326148,What kind of table is in photo?,Wooden table.,2595
3773,2365928,How many elephants are there?,One.,1687
3774,2389508,What color is the road?,Black.,603
3775,2355190,Why is the man wearing a wet suit?,He is surfing.,1038
3776,2322149,How many boys are there?,One.,1687
3777,2378699,Where is the person in the photograph?,In front of the animals.,1106
3778,2362257,What is turned on?,The desk lamp.,2162
3779,2362257,What is on the keyboard?,Keys.,1262
3780,2384780,What kind of pants is the man wearing?,Jeans.,1249
3781,2330984,Who is standing in the picture?,No one.,1449
3782,2366457,What is this religious establishment where you can pray?,Church.,722
3783,2318598,How many cats are there?,One.,1687
3784,2332687,What color is the building?,White.,2563
3785,2319154,Who is in photo?,Noone.,1458
3786,2354543,Why is her hair up?,So it won't get in the way.,1972
3787,2412380,Who is on the stage?,A band.,68
3788,2325544,What is on the man's hands?,Gloves.,975
3789,2325544,How many people are here?,One.,1687
3790,2347163,What kind of numbers are on the clocks?,Roman.,1879
3791,2366953,Who are behind a wire fence?,Cows.,769
3792,2366953,Who is in the picture?,Cows.,769
3793,2410133,How many people sitting on benches?,3,28
3794,2353110,Who is in the photo?,Nobody.,1455
3795,2385428,Who is present?,Nobody.,1455
3796,2365928,Where are shadows?,On the ground.,1595
3797,2326916,What is the table made of?,Wood.,2593
3798,2355190,What is the man doing?,Surfing.,2062
3799,2362870,Who is laying on the bed?,No one.,1449
3800,2362870,What is on the bed?,A pillow.,246
3801,2340098,What is he holding?,Umbrella.,2449
3802,2410386,What is white?,Snow.,1970
3803,2318020,What is the phone on top of?,A table.,312
3804,2362257,What is next to the keyboard?,Water bottle.,2510
3805,2398027,What is in the center of image?,Street.,2034
3806,2358454,What kind of chips are there?,Barbecue.,500
3807,2375175,What two colors are the floor?,Black and white.,592
3808,2375175,Where is this photo located?,A bathroom.,75
3809,2377188,How do we know the owner is very protective of the motorcycle?,"He, or she, has it parked in a building.",1039
3810,2408580,Why is the white paper below the pizza?,It is catching the grease from the pizza.,1202
3811,2354955,What color is the majority of the counter?,Green.,1009
3812,2367979,What is in the photo?,Bus.,665
3813,2379780,What color are the elephants?,Grey.,1015
3814,2388322,What is behind the cat?,A car wheel.,110
3815,2378569,What color is the blanket on the right of the picture?,Red.,1854
3816,2316969,Where was the picture taken?,A museum.,227
3817,2367474,How is the sky in the image?,Blue.,621
3818,2366233,What does this type of truck carry?,Fruit.,954
3819,2351804,Why is the giraffe closest to camera probably drinking water?,It's thirsty.,1234
3820,2337118,When is this scene taking place?,Daytime.,800
3821,2339379,What color is the elephant?,Gray.,993
3822,2390113,What is the elephant wearing?,Saddle.,1895
3823,2380308,What color is the table?,White.,2563
3824,2410133,Why is there a mesh fence next to train?,To keep people away.,2349
3825,2359621,Where is the man?,In the air.,1135
3826,2359621,How many lights are glowing?,Two.,2446
3827,2324598,Why are the two people wearing masks?,Protection.,1817
3828,2382905,Where was this image taken?,At a roadside.,450
3829,2382905,When was this image taken?,During the day.,846
3830,2365928,What are the people doing?,Riding an elephant.,1864
3831,2355190,What color is the man's wetsuit?,Black.,603
3832,2340874,What is hanging on the side of the boat?,Flags.,900
3833,2378699,What color are the trees?,Gray.,993
3834,2318020,What is on the table?,A cell phone.,114
3835,2398882,What is the man touching?,A pillow.,246
3836,2384780,Where is this picture taken?,Inside of a store.,1196
3837,2342612,How many lights are on the stand?,Three.,2320
3838,2363124,What is on the horses head?,Mane.,1359
3839,2355469,What color is the wave?,White.,2563
3840,2408580,Where is this photo taken?,On a wooden table.,1522
3841,2366457,What is the church made of?,STone.,1893
3842,2416479,How many bike tires are pictured?,One.,1687
3843,2351804,What is the animal closest to camera doing?,Drinking.,828
3844,2362821,What is pinned on the man's shirt?,A corsage.,129
3845,2327118,What color is the fence?,Red.,1854
3846,2356419,What color is the shirt?,Orange.,1698
3847,2339379,What time of day was this picture taken?,Day time.,798
3848,2401183,What is left of the people walking?,Wall barrier.,2495
3849,2347163,When was picture taken?,Late evening.,1285
3850,2401789,Why is this picture taken?,Photography.,1767
3851,2363650,Who has facial hair?,A man.,214
3852,2384780,What color is the man's shirt?,Red.,1854
3853,2410386,Where is the skier headed?,Down the hill.,823
3854,2330414,Where is the woman?,Riding the horse.,1865
3855,2363124,Where are the horses?,In a fence.,1077
3856,2318020,Why is the screen black?,The phone is not on.,2222
3857,2335822,What color is the wall?,White.,2563
3858,2398882,Where is the blue bedspread?,On the bed.,1565
3859,2400847,What is the cat doing?,Licking the plant.,1309
3860,2330984,Where are the vehicles parked?,On the street.,1645
3861,2377672,What color is the sky?,Blue.,621
3862,2408580,Why are the knives on the plates?,They are to cut the pizzas.,2309
3863,2354955,What utensil is on top of the cutting board?,A knife.,194
3864,2318598,Where is the animal sitting?,Sidewalk.,1932
3865,2416479,When was this photographed?,Daytime.,800
3866,2407019,What time does the clock show?,07:16:00,4
3867,2316969,What piece of pottery is taller?,The one on the right.,2214
3868,2359548,Who is at the table?,The person who going to eat the food.,2221
3869,2319154,What color are letters?,White.,2563
3870,2362821,What is on the man's face?,Glasses.,973
3871,2406263,How many dogs are there?,None.,1456
3872,2336481,What kind of weather do they have?,Warm and sunny.,2498
3873,2390113,What color is the man's shirt?,White.,2563
3874,2336481,Who is holding a camera?,The woman.,2289
3875,2401789,Where is this picture taken?,In a city.,1074
3876,2407360,How many plates are there?,One.,1687
3877,2326148,What color is the cat?,Gray and white.,991
3878,2324598,How many people are wearing masks?,Two.,2446
3879,2381223,When is the picture taken?,Daytime.,800
3880,2388603,Where are the lemons?,Right side of the tomatoes.,1871
3881,2391518,When will the truck driver remove the mobile street sign?,When he leaves.,2523
3882,2330414,What color is the horse?,Brown.,655
3883,2330414,Who is on the horse?,The woman.,2289
3884,2384780,How many people are in the picture?,One.,1687
3885,2335822,What color is the picture frame?,Black.,603
3886,2410401,What is red in the image?,A car.,111
3887,2358454,What shape are the plates?,Round.,1883
3888,2358454,What are the green items?,Pickles.,1768
3889,2366903,What is the condition of the sky?,Clear.,736
3890,2408580,What color is knife handle?,Yellow.,2612
3891,2400847,Where are the berries?,On the plant.,1616
3892,2318598,What is on the sides of the sidewalk?,Grass.,987
3893,2379780,Why can't we see the smaller elephant's left eye?,Because the elephant is facing right.,521
3894,2379780,What are these animals?,Elephants.,865
3895,2388322,What is visible in the foreground?,A cat.,113
3896,2378569,What color is the wall in this picture?,Blue.,621
3897,2352325,What holiday season is it in this picture?,Christmas.,721
3898,2366233,What is in front of the truck?,A car.,111
3899,2362281,Where is the banana?,On the counter.,1582
3900,2347577,What color is the napkin?,White.,2563
3901,2383427,Why is the person in the water?,To surf.,2375
3902,2383427,What color wetsuit is the surfer wearing?,Black.,603
3903,2327118,Why is there a fence here?,Security.,1910
3904,2327118,Who is flying the plane?,Pilot.,1772
3905,2356419,What color is the tablecloth?,White and blue.,2539
3906,2410133,Who is waiting for the train?,Passengers.,1740
3907,2410133,What color is the sky?,Blue.,621
3908,2407360,Where is the plate?,On the table.,1646
3909,2385428,When was this?,Daytime.,800
3910,2362870,Where is the lamp?,Beside the bed.,571
3911,2340874,Where is the boat floating in?,Water.,2514
3912,2388603,What is red and crisp?,Apples.,431
3913,2344002,What is on the person's wrist?,Watch.,2502
3914,2344002,What is the person's hand holding?,Napkins.,1402
3915,2344002,How many pizzas are there?,One.,1687
3916,2385972,How many frisbys are there?,One.,1687
3917,2385972,What time of the day is it?,It is daytime.,1207
3918,2333533,Where is the water?,In front of the girls.,1113
3919,2363124,What is around the horses mouths?,Harness.,1029
3920,2335822,Where is the box?,On the desk.,1584
3921,2335822,What is on the floor?,Cords.,764
3922,2355469,What is the person doing?,Surfing.,2062
3923,2358454,What white vegetable is chopped up on top of the weiners?,Onion.,1688
3924,2330984,What is on the building?,A clock.,126
3925,2377672,Where is the train sitting?,On a track.,1518
3926,2416479,Where was this photographed?,Baseball field.,505
3927,2410839,What are the pillows color?,Blue.,621
3928,2410839,What are the bed frames made out of?,Dark wood.,795
3929,2378569,Where was this picture taken?,A bedroom.,80
3930,2352325,Where is the photographer?,Living room.,1327
3931,2337118,What are the people in the foreground standing on?,Grass.,987
3932,2406263,Where was this photo taken?,At an antique car show.,460
3933,2336481,How is she holding her camera?,On a strap and in her hand.,1513
3934,2412380,What color are the sun shades?,Blue.,621
3935,2347354,Where are cups?,On the table.,1646
3936,2366953,Where is the two small brown cows looking at?,Toward the camera.,2407
3937,2406806,What animal is looking into the camera?,Cat.,694
3938,2406806,What color are the cat's feet?,White.,2563
3939,2401789,What time of day is it?,Night time.,1435
3940,2324598,Where is the game taking place?,Dodger Stadium.,812
3941,2326148,What color is the wall?,Yellow.,2612
3942,2326916,Who is in the photo?,Nobody.,1455
3943,2413170,What season is this?,Winter.,2574
3944,2381223,How many animals are there?,1,7
3945,2367702,Where is this taken?,In a shop.,1094
3946,2367702,What is the protective material?,Glass.,972
3947,2413170,What is in the background?,A tall gray building.,313
3948,2413170,What color is the stop sign?,Red and white.,1847
3949,2388603,What is the orange fruit?,Oranges.,1700
3950,2385972,What are these people standing in?,Grass.,987
3951,2318244,What is the platform made of?,Bricks.,640
3952,2319180,Who is in the picture?,A man.,214
3953,2358387,How is the hat staying on the man's head?,It's tied at his neck.,1235
3954,2355469,Where was the picture taken?,At a beach.,443
3955,2327740,What color is the time stamp?,Blue.,621
3956,2360536,What pattern is on the zebra?,Stripes.,2039
3957,2360536,Who has black stripes?,The zebras.,2292
3958,2347577,What color is donut?,Brown.,655
3959,2406263,What color is the car next to the green truck?,Purple and white.,1820
3960,2336481,What are they riding on?,Horses.,1058
3961,2339379,Where is the elephant?,Next to a river.,1418
3962,2412380,Where are the people sitting?,On edge of platform.,1531
3963,2390113,What is on top of the hill?,A decorative faced building.,139
3964,2325544,What direction is the man going?,Right.,1872
3965,2380308,Where is the book?,Next to the tablet.,1431
3966,2347354,What is yellow?,Cup on right.,780
3967,2324598,What color is the umpire wearing?,Black.,603
3968,2385428,Where was this photo taken?,Parking lot.,1735
3969,2328427,What color is the man's shirt?,The man's shirt is white.,2202
3970,2363650,Who is the cat lying on?,The man.,2203
3971,2318020,How many phones can be seen?,One.,1687
3972,2398882,Who is wearing a t shirt?,A man.,214
3973,2333533,What is on the back of the bench?,A sign.,288
3974,2398027,What color is the face of the clock?,White.,2563
3975,2366903,When will the sun come out?,When the clouds move away.,2529
3976,2367979,Where was the photo taken?,The road.,2232
3977,2410839,Who is taking the picture?,A photographer.,242
3978,2351804,Where are the animals standing next to?,Water.,2514
3979,2356419,Who is holding the food?,The child.,2153
3980,2356419,Where is the cup?,On the table.,1646
3981,2401183,Where are the trees?,On the right.,1625
3982,2380308,What color is the cell phone?,"Green, white, and black.",1008
3983,2401789,How do the lights work?,Electricity.,862
3984,2385428,How is the photo?,Clear.,736
3985,2326916,What is on the table?,Flowers.,909
3986,2355190,Who is surfing?,The man.,2203
3987,2358387,Where is a brown hat?,On man's head.,1544
3988,2342612,Who took the picture?,Tourist.,2406
3989,2335822,What color is the hamper?,Blue.,621
3990,2410401,Where are the people?,On the sand.,1631
3991,2377188,What color is the motorcycle's seat?,Black.,603
3992,2388322,What animal is pictured?,Cat.,694
3993,2407019,What is behind the building?,Another building.,425
3994,2351804,What type of animals are these?,Giraffes.,968
3995,2351804,When was this photo taken?,Daytime.,800
3996,2404946,How is the sky?,"Pale, blue cloudy sky.",1720
3997,2383427,What color is the surfboard?,White.,2563
3998,2327118,What is the weather like?,Cloudy.,747
3999,2412380,What is in the building?,Clock tower.,739
4000,2380308,What color is the book?,Pink.,1775
4001,2407360,Where is the fork?,To the right.,2386
4002,2359621,What time of day?,High noon.,1047
4003,2326148,Why is the cat hiding behind the laptop?,He is resting.,1036
4004,2413170,What color is the sky?,Grey.,1015
4005,2388603,What are behind the tomatoes?,Carrots.,690
4006,2344002,What food is this?,Pizza.,1780
4007,2342365,When was this photo taken?,Daytime.,800
4008,2385972,How many people have on hats?,Two.,2446
4009,2333533,What are the girls looking at?,Water.,2514
4010,2384780,What color is the bottom of the refrigerator?,White.,2563
4011,2410401,Where are the vehicles parked?,Sand.,1901
4012,2330984,What is parked outside?,Vans.,2477
4013,2400847,Where is the animal's head?,Right side of the image.,1870
4014,2367474,Where are roman numerals?,On a clock.,1489
4015,2397196,Where is the chair?,On the floor.,1589
4016,2354543,How is she walking?,Away.,482
4017,2354543,When is this happening?,During a match.,837
4018,2328427,Why was this picture taken?,To show how people are playing games.,2370
4019,2347577,How many computers can be seen?,One.,1687
4020,2362870,What is on the bed?,A pillow.,246
4021,2325544,What color is the snow?,White.,2563
4022,2347163,What is this?,Clock tower.,739
4023,2322149,Who is wearing sneakers?,THe boy.,2067
4024,2378699,Where was the photo taken?,Farm.,882
4025,2366953,What are the animals doing?,Standing around.,1999
4026,2391518,Where is the word chocolate written?,Top of sales window.,2400
4027,2385972,Where are these people?,In a field.,1078
4028,2353110,Why are there shadows?,It is daytime.,1207
4029,2343858,What color are the walls?,Yellow.,2612
4030,2358156,What is the lady doing?,Taking a photo.,2075
4031,2398882,When was this taken?,Daytime.,800
4032,2358387,Who has no shirt on?,A man.,214
4033,2333533,How many girls are on the bench?,Two.,2446
4034,2400847,What is licking the plant?,Black and white cat.,591
4035,2367979,Where do school busses take students?,School.,1904
4036,2318598,What animal is there?,Cat.,694
4037,2360536,Who is the center zebra looking at?,The camera person.,2147
4038,2410839,What color are the pillows?,Blue.,621
4039,2379780,How many elephants are there visible?,Two.,2446
4040,2407019,What is over the writing?,A clock.,126
4041,2397196,Where is the chair?,In the room.,1172
4042,2373294,What is in bowl?,Vegetables.,2479
4043,2404946,Where was the picture taken?,The train yard.,2263
4044,2339379,What is the man holding?,A switch.,309
4045,2412380,Who is in the picture?,People.,1753
4046,2390113,What part of the elephant is painted?,The face and trunk of the elephant.,2170
4047,2325544,What is happening here?,Man is snowboarding.,1353
4048,2406806,Who is behind the camera?,Cat's caregiver.,693
4049,2406806,How many cats are there?,1,7
4050,2358156,Who is in the foreground?,A lady.,195
4051,2389508,What is by the street?,Large house.,1278
4052,2381223,What color is the dog?,Brown.,655
4053,2340098,When was the picture taken?,Nighttime.,1438
4054,2340098,Who is holding umbrella?,Man.,1358
4055,2330414,What color are the flowers?,White.,2563
4056,2342365,Who is standing next to the giraffe?,No one.,1449
4057,2343858,How are the floors made?,Of stone.,1473
4058,2343858,What color are the cabinets?,Brown.,655
4059,2318244,What is against the wall?,Vending machines.,2482
4060,2319180,What is the man wearing on his face?,Glasses.,973
4061,2398027,What is in the background?,Clock tower.,739
4062,2398027,What is the red and white object in the road?,A gate.,163
4063,2342612,What time was the picture taken?,07:45:00,6
4064,2377188,Where is a motorcycle parked?,In lobby.,1126
4065,2400847,What is on the floor next to the dog?,Green plant.,1005
4066,2377672,"What is red, white and blue?",The trains.,2265
4067,2366457,What is this vehicle between and car and truck?,SUV.,1894
4068,2327740,Where was this picture taken?,Outside on a busy street corner.,1708
4069,2354955,What color are the cabinets?,Blue.,621
4070,2367979,Why do students ride the bus?,To get to school.,2343
4071,2332687,When was the picture taken?,During the day.,846
4072,2332687,What is beside the trees?,Streetlight.,2035
4073,2359548,Where is the table?,Under the cutting board.,2461
4074,2359548,What is the food made out of potatoes?,Fries.,945
4075,2366233,What line is on the road?,White double line.,2552
4076,2397196,What shade is the clay?,Brown.,655
4077,2373294,What type of basket are the vegetables in?,Plastic basket.,1786
4078,2373294,What fruit has the smoothest skin?,Banana.,497
4079,2319154,Where is sign?,On pole.,1550
4080,2386305,How many eyes does the hydrant have?,Two.,2446
4081,2347577,Where is the donut?,On napkin.,1546
4082,2383427,How many people are in the photo?,One.,1687
4083,2362821,What is holding the man's pants up?,The belt.,2123
4084,2362821,What are the man and woman doing?,Cutting a cake.,786
4085,2327118,Where is this photo at?,Airport.,395
4086,2347163,What color is the clock?,White.,2563
4087,2354558,How are these controls used?,For television and video.,930
4088,2353110,What is above the train?,Wires.,2577
4089,2340874,What is reflecting in the water?,Girl and boat.,969
4090,2363650,Who is wearing glasses?,The man.,2203
4091,2340098,Why is he holding the umbrella?,Rain.,1829
4092,2388603,How are the tomatoes placed?,In a pile.,1089
4093,2318020,What color are the buttons on the phone?,Silver.,1937
4094,2343858,Where are the lights?,On the ceiling.,1578
4095,2319180,What color is the backpack?,Blue.,621
4096,2362257,How many bottles of water are on the desk?,2,21
4097,2410401,What is this location?,Beach.,515
4098,2375175,What is behind the toilet?,A toilet cleaning product.,322
4099,2408580,What color is the knife handle?,Yellow.,2612
4100,2327740,What color is the sky?,Gray.,993
4101,2407019,How many towers does the building have?,2,21
4102,2332687,How many zeros are on the sign?,3,28
4103,2319154,What signal say?,Don't walk.,816
4104,2386305,When is the picture taken?,Daytime.,800
4105,2347577,What color is the mug?,Yellow.,2612
4106,2406263,What color is the truck?,Green.,1009
4107,2401183,What amount of people on the sidewalk?,3,28
4108,2347354,What is black?,Microwave.,1376
4109,2347354,What is brown?,Table.,2071
4110,2365928,What is next to the elephant?,Trees.,2425
4111,2358156,What are the sparks in the sky?,There are fireworks.,2294
4112,2358156,What color is the taxi?,Yellow.,2612
4113,2389508,Where was the picture taken?,On a road.,1506
4114,2347296,What letter is on the front?,J.,1244
4115,2360260,Why are the sheep in the grass?,They are grazing.,2304
4116,2366003,Where are the horses?,In the field.,1148
4117,2347296,How many stories?,TWo.,2069
4118,2340690,When is this?,Daytime.,800
4119,2414448,How many fire engines can be seen?,Two.,2446
4120,2384135,What color is the glove?,Green.,1009
4121,2342392,Where is the ball going?,To the catcher.,2377
4122,2402526,What kind of planes?,Military.,1379
4123,2349038,Where is this scene?,Outside of a building.,1705
4124,2413596,What color is the light on the bicycle?,Red.,1854
4125,2333465,What fruit is there?,Lemon.,1307
4126,2341945,Where is the cover?,On the bed.,1565
4127,2403139,What is the food on?,A white dish.,348
4128,2366688,What is the color of the grass?,Green.,1009
4129,2413255,What is the player sitting in?,A wheelchair.,344
4130,2338205,What color is the side of the bus?,Blue.,621
4131,2390729,What color is the grass?,Dry brown.,833
4132,2410519,What food is here?,Pizza.,1780
4133,2409424,Where was the picture taken?,On a street.,1514
4134,2409424,What color shirt is the man wearing?,Yellow.,2612
4135,2409424,What color is the man's shirt?,Yellow.,2612
4136,2402947,What covers the wall?,Paint.,1718
4137,2402947,What is the boy wearing?,White shirt.,2556
4138,2389445,Where is the television?,Along the wall on the left.,402
4139,2398225,What color is the sky?,Blue.,621
4140,2398899,What time is showing?,01:15:00,2
4141,2388104,How is the weather?,Cold.,753
4142,2364712,What is on the wall?,Cup.,781
4143,2328201,Who cooked the cake?,A baker.,65
4144,2370153,How many animals are there?,Two.,2446
4145,2356628,What color is the sky?,Blue.,621
4146,2390397,What is behind the bed?,The wall.,2272
4147,2344057,Where is the plate?,In the table.,1179
4148,2332607,How many ears does the dog have?,2,21
4149,2339630,What is seen?,Sign board.,1933
4150,2335574,What covers the back of the picture?,Lights.,1320
4151,2414273,What kind of animal is on the seat?,Cat.,694
4152,2378098,What color is the helmet?,Silver and black.,1936
4153,2404786,Where is the black napkin?,Under the plate.,2465
4154,2372734,How many sheep are in the road?,One.,1687
4155,2385553,What color are the trees pictured?,Green.,1009
4156,2320506,What is in this photo?,A giraffe.,164
4157,2319464,How is the photo?,Clear.,736
4158,2346468,What is the man doing?,Looking at his cell phone.,1334
4159,2346468,What is the gender of the person shown?,Male.,1346
4160,2372746,Who is sitting by the water?,Birds.,585
4161,2413885,What color is the street?,Gray.,993
4162,2385040,What is all over the elephants?,Mud.,1395
4163,2353265,What are the people eating?,Pizza.,1780
4164,2323309,Where is the car going?,To the right.,2386
4165,2361664,How is the area covered?,Tent.,2104
4166,2397051,What kind of vehicle is visible?,Train.,2417
4167,2370384,What color is the back of the bench?,Blue.,621
4168,2333465,Where is the sauce?,In the cup.,1145
4169,2333465,Why is a piece of sandwich missing?,It was bitten.,1221
4170,2402050,What color is the sky?,Blue.,621
4171,2354016,What is on the truck?,A house.,187
4172,2341945,What color are the shirts?,Grey & black.,1010
4173,2409161,Who is using the toilet?,No one.,1449
4174,2409248,Where are the white lines?,Field.,893
4175,2349711,How many stop signs are there?,One.,1687
4176,2336925,What is on the bed?,Pillows.,1771
4177,2338205,How many buses are there?,One.,1687
4178,2390729,Where is the airplane?,Sitting on grass.,1941
4179,2390729,What is the number of people sitting on plane?,Two.,2446
4180,2336324,Who in the picture?,Two men.,2440
4181,2381864,What is the vehicle in this photo called?,A motorcycle.,224
4182,2412953,How many ears are visible on the animal?,1,7
4183,2329377,What is the weather like?,Sunny.,2057
